"nom_methode_dpe","version_methode_dpe","date_etablissement_dpe","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","annee_construction","surface_thermique_lot","latitude","longitude","tr001_modele_dpe_type_libelle","tr002_type_batiment_description","code_insee_commune_actualise","tv016_departement_code","geo_adresse","geo_score"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-07",176,"D",9,"B",1989,87.68,,,"Vente","Maison Individuelle","13190","13",,0
"3CL - DPE","V2012","2013-05-16",671,"G",40,"E",1976,25.93,49.330256,0.011647,"Vente","Logement","14754","14","Voie Communale Res Deauville Plage 1 14640 Villers-sur-Mer",0.47
"TROIS_CL_DPE","VERSION_2012","2013-07-01",318.9,"E",16.78,"C",2011,63.7,,,"Location","Maison Individuelle","15027","15",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-23",182,"D",35,"D",1983,115.75,48.8392847,6.2883615,"Vente","Maison Individuelle","16460","16","Rue de la Louvière (Pont) Arraye-et-Han",0.76
"3CL - DPE","V2012","2013-05-14",230.46,"D",12.54,"C",2005,57,46.173585,-1.161967,"Vente","Logement","17200","17","Rue du Val de Charente 17140 Lagord",0.78
"3CL - DPE","V2012","2013-05-27",188.9,"D",8.54,"B",2008,120.17,47.085143,2.733335,"Vente","Maison Individuelle","18023","18","28 Rue des Ormes 18800 Baugy",0.57
"3CL - DPE","V2012","2013-06-18",166.52,"D",3.18,"A",1800,293.2,45.130637,2.145195,"Vente","Maison Individuelle","19214","19","Le Rial 19220 Saint-Julien-aux-Bois",0.79
"FACTURE - DPE","V2012","2013-05-24",181.74,"D",42.53,"E",1977,32.4,47.344553,5.042302,"Vente","Logement","21231","21","4 Rue Edme Verniquet 21000 Dijon",0.89
"3CL - DPE","V2012","2013-05-15",94.79,"C",22.18,"D",2000,47,48.16066,-2.83133,"Vente","Logement","22075","22","19 Rue du General de Gaulle 22600 Hémonstoir",0.37
"Méthode Facture",,"2013-07-05",0,"N",0,"N",1947,69.65,48.15627,4.0385218,"Vente","Logement","23260","23","Chemin Grande Rue Lirey",0.71
"FACTURE - DPE","V2012","2013-04-19",553.81,"G",45.78,"E",1948,50,45.184383,0.720959,"Location","Logement","24322","24","7 Place du Coderc 24000 Périgueux",0.95
"3CL - DPE","2012","2013-05-31",348,"F",64,"F",1956,61.34,47.2554,6.02915,"Vente","Bâtiment collectif à usage principal d'habitation","25056","25","9 b Rue Raoul Trémolières 25000 Besançon",0.82
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-23",317,"E",74,"F",1950,108,44.178695,5.633071,"Vente","Maison Individuelle","26200","26","4 Rue du Clapier 26560 Montfroc",0.32
"FACTURE - DPE","V2012","2013-05-24",245.94,"E",12.56,"C",2006,82.59,48.871243,0.665409,"Neuf","Maison Individuelle","27096","27","Route de Juignettes 27250 Les Bottereaux",0.68
"FACTURE - DPE","V2012","2013-05-22",180.39,"D",49.43,"E",1948,153,48.411959,1.667572,"Vente","Maison Individuelle","28160","28","31 Rue de Beville 28700 Francourville",0.94
"Méthode Facture",,"2013-05-20",228,"D",68,"F",1947,79,,,"Vente","Maison Individuelle","29850","29",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-14",353,"F",18,"C",1983,38.24,,,"Vente","Logement","20137","2A",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-08-05",167,"D",2,"A",1975,95.09,,,"Vente","Maison Individuelle","20215","2B",,0
"3CL - DPE","V2012","2013-05-17",230.08,"D",7.49,"B",1900,78,43.973651,4.689098,"Vente","Maison Individuelle","30217","30","1 Impasse de l'Arceau 30650 Rochefort-du-Gard",0.94
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-03",254,"E",11,"C",1989,48.8,,,"Vente","Logement","31000","31",,0
"Méthode Facture",,"2013-06-14",300,"E",9,"B",1947,38.47,,,"Location","Logement","32000","32",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-06",176,"D",8,"B",1994,89,48.8724815,2.3101493,"Location","Logement","33000","33","Saint-Philippe du Roule - sortie 1 : rue La Boétie (Bouche de métro) Paris",0.79
"3CL - DPE","V2012","2013-05-14",350,"F",82,"G",1970,50,43.556801,3.890115,"Vente","Maison Individuelle","34129","34","42 Plan des Mimosas 34970 Lattes",0.95
"3CL - DPE","V2012","2013-05-07",102.74,"C",24.04,"D",2008,103,48.8250491,4.9856446,"Vente","Maison Individuelle","35189","35","Rue Aristide Briand (Pont) Revigny-sur-Ornain",0.81
"Méthode Facture",,"2013-06-07",233,"E",56,"F",1947,128.95,,,"Vente","Maison Individuelle","36400","36",,0
"3CL - DPE","V2012","2013-05-28",429.76,"F",10.5,"B",1900,113,47.123345,0.709655,"Vente","Maison Individuelle","37029","37","La Peniere 37240 Bossée",0.49
"Méthode Facture",,"2013-05-16",170,"D",5,"A",1947,41,48.7028156,2.1007376,"Vente","Logement","38150","38","Rue Fernand Léger (Pont) Gif-sur-Yvette",0.8
"3CL - DPE","V2012","2013-05-27",365,"F",72.89,"F",1960,168,47.085458,5.494331,"Vente","Maison Individuelle","39198","39","10 Rue des Jardins 39100 Dole",0.95
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-22",117,"C",27,"D",1990,94,,,"Location","Maison Individuelle","40000","40",,0
"TROIS_CL_DPE","VERSION_2012","2013-05-23",551.98,"G",108.47,"G",1965,70,,,"Location","Maison Individuelle","41084","41",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-22",195,"D",10,"B",2001,96,45.482778,4.541896,"Vente","Logement","42110","42","Rue de Voron 42152 L'Horme",0.44
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-06",203,"D",8,"B",2001,215,44.91581,3.622552,"Vente","Maison Individuelle","43220","43","Rue de la Croix 43580 Saint-Préjet-d'Allier",0.38
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-13",270,"E",63,"F",1948,93,43.4435845,5.4182972,"Vente","Maison Individuelle","44600","44","Rue Alphonse Daudet (Pont) Bouc-Bel-Air",0.77
"Méthode Facture",,"2013-05-21",0,"N",0,"N",1947,26.69,47.5973377,1.3248926,"Vente","Logement","45190","45","Avenue de Vendôme (Pont) Blois",0.75
"TROIS_CL_DPE","VERSION_2012","2013-06-27",389.78,"F",99.57,"G",1970,111,42.7935637,0.5890103,"Vente","Maison Individuelle","46061","46","Rue Gabriel Nadau (Pont) Bagnères-de-Luchon",0.71
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-21",273,"E",15,"C",1983,122,46.9098785,5.3131821,"Vente","Maison Individuelle","47400","47","Impasse des Jasmins (Chemin) Neublans-Abergement",0.84
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-17",350,"F",78,"F",1978,140,,,"Vente","Maison Individuelle","48300","48",,0
"Méthode Facture",,"2013-05-26",252,"E",8,"B",1947,133,48.2124678,1.0399197,"Vente","Maison Individuelle","49800","49","Chemin de l'Aubinière Moulhard",0.82
"3CL - DPE","V2012","2013-05-15",277,"E",15,"C",1998,82.69,48.628449,-1.152286,"Vente","Maison Individuelle","50367","50","Le Bourg le Mesnil Boeufs 50540 Isigny-le-Buat",0.76
"FACTURE","VERSION_2012","2013-05-25",0,"A",0,"A",1900,90,48.845639,3.603946,"Location","Maison Individuelle","51050","51","2 Rue de Moulin Henry 51210 Bergères-sous-Montmirail",0.53
"facture","1.3","2013-06-22",87.61,"B",13.54,"C",1974,270,47.8599,5.333969,"Vente","Maison Individuelle","52269","52","13 Rue Auguste Laurent 52200 Langres",0.95
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-29",207,"D",10,"B",2001,105,47.885874,-0.850758,"Vente","Maison Individuelle","53260","53","3 Rue des Sports 53360 Simplé",0.58
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-24",106,"C",25,"D",1948,119,48.8285671,2.327814,"Vente","Maison Individuelle","54850","54","Marks & Spencer Food (Épicerie) Paris",0.81
"MIXTE FACTURE+3CL - DPE pour ECS","V2012","2013-06-15",321.6,"E",78.52,"F",1969,135,49.291498,5.465667,"Vente","Maison Individuelle","55024","55","1 Rue de la Fontaine 55150 Azannes-et-Soumazannes",0.87
"3CL - DPE","V2012","2013-05-15",226.28,"D",10.42,"B",2006,177,,,"Vente","Maison Individuelle","56084","56",,0
"3CL - DPE","V2012","2013-06-01",321,"E",18,"C",1982,72.22,49.103453,6.705617,"Vente","Logement","57606","57","63 Rue Hirschauer 57500 Saint-Avold",0.95
"3CL - DPE","V2012","2013-06-11",310.93,"E",17.42,"C",2008,86.3,47.193096,3.01569,"Vente","Maison Individuelle","58059","58","Rue la Vallee Begat 58400 La Charité-sur-Loire",0.54
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-11",334,"F",78,"F",1948,48.5,49.9093395,2.5079894,"Location","Logement","59500","59","Rue du 4 Septembre (Pont) Corbie",0.73
"Méthode Facture",,"2013-05-17",174,"D",43,"E",1947,119,49.491409,2.635599,"Vente","Maison Individuelle","60440","60","25 Rue de Gournay 60190 Moyenneville",0.62
"Méthode Facture",,"2013-05-14",127,"C",4,"A",1947,120,48.8525697,0.917468,"Vente","Maison Individuelle","61570","61","Chemin de la Pelleterie Breteuil",0.89
"3CL - DPE","V2012","2013-05-14",245.16,"E",12.19,"C",1985,74.1,50.525749,1.590523,"Vente","Logement","62826","62","Boulevard Daloz 62520 Le Touquet-Paris-Plage",0.95
"3CL - DPE","V2012","2013-05-31",186,"D",56,"F",1974,152,45.766019,3.039727,"Vente","Maison Individuelle","63308","63","12 Avenue du Puy-de-dome 63130 Royat",0.95
"Méthode Facture",,"2012-09-26",0,"N",0,"N",1947,33.7,,,"Vente","Logement","64000","64",,0
"3CL - DPE","V2012","2013-05-29",299,"E",14,"C",1982,28.88,,,"Vente","Logement","1","65",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-11",203,"D",7,"B",1948,25.49,44.1374121,4.8064862,"Vente","Logement","66250","66","41, rue Victor Hugo (Vêtements) Orange",0.76
"3CL - DPE","V2012","2013-05-24",171,"D",42,"E",2005,267.09,43.1269437,2.2985641,"Vente","Maison Individuelle","67485","67","Rue des Amandiers (Chemin) Rouffiac-d'Aude",0.9
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-24",219,"D",51,"E",2001,44.78,47.8426579,7.286717,"Vente","Logement","68840","68","Rue de Guebwiller (Pont) Pulversheim",0.76
"3CL - DPE","V2012","2013-05-07",374.64,"F",87.67,"G",1970,64.2,44.9448873,4.9958061,"Vente","Logement","69259","69","Rue Marcel Pagnol (Pont) Montélier",0.76
"3CL - DPE","V2012","2013-06-25",384,"F",115,"G",1974,116.94,47.637806,6.783387,"Vente","Maison Individuelle","70117","70","2 Rue de Chagey 70400 Châlonvillars",0.94
"Méthode Facture",,"2013-05-27",130,"C",39,"E",1947,139,46.250189,4.317156,"Vente","Maison Individuelle","71110","71","Les Pierres Plates 71170 Chassigny-sous-Dun",0.42
"FACTURE - DPE","V2012","2013-05-27",74.07,"B",17.33,"C",2006,3770.92,,,"Neuf","Maison Individuelle","72181","72",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-29",270,"E",13,"C",2001,53.79,45.4730846,4.3831658,"Vente","Logement","73200","73","Les Cèdres Bleus (Arrêt de bus) Saint-Priest-en-Jarez",0.89
"3CL - DPE","V2012","2013-05-17",334.38,"F",16.31,"C",1992,31,47.7034846,-1.03004,"Vente","Logement","74008","74","Combrée : Place de l'Hotel de Ville (Arrêt de bus) Ombrée-d'Anjou",0.77
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-09",266,"E",13,"C",1989,46.63,48.8731315,2.3637451,"Vente","Logement","75010","75","Passerelle de la Grange aux Belles (Pont) Paris",0.73
"FACTURE - DPE","V2012","2013-05-17",0,"N",0,"N",1948,76,49.506699,0.413719,"Vente","Maison Individuelle","76169","76","Rue de Saint-jean des Essarts 76430 La Cerlangue",0.84
"3CL - DPE","V2012","2013-05-16",294.6,"E",13.99,"C",2000,39.07,,,"Vente","Logement","77390","77",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-12",818,"G",52,"E",1970,75.33,,,"Vente","Maison Individuelle","78130","78",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-15",200,"D",10,"B",2006,41.5,46.3200928,-0.4634422,"Vente","Logement","79000","79","Pavillon Trousseau de l'Hôpital de Niort (Patrimoine national) Niort",0.89
"Méthode Facture",,"2013-05-08",132,"C",23,"D",1947,151,,,"Vente","Maison Individuelle","80700","80",,0
"3CL - DPE","V2012","2013-05-30",229,"D",9.06,"B",1984,134,,,"Location","Maison Individuelle","81054","81",,0
"Méthode Facture",,"2013-06-11",0,"N",0,"N",1947,274,,,"Vente","Maison Individuelle","82240","82",,0
"3CL - DPE","V2012","2013-05-06",173.42,"D",6.93,"B",1983,47.21,43.9946873,-0.3995682,"Vente","Logement","83103","83","Chemin de Plaisance Lucbardez-et-Bargues",0.78
"3CL - DPE","V2012","2013-05-22",343.87,"F",18.67,"C",1960,58.5,44.7508103,5.3728951,"Vente","Logement","84053","84","Avenue Maréchal Leclerc (Pont) Die",0.9
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-21",118,"C",27,"D",2006,122,45.5587123,4.6818371,"Vente","Maison Individuelle","85290","85","Impasse-de-la-Bergerie (Chemin) Dargoire",0.7
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-22",386,"F",19,"C",1989,28.56,,,"Location","Logement","86000","86",,0
"FACTURE","VERSION_2012","2013-05-24",214.36,"D",50.16,"E",1900,158,49.0960815,2.5197991,"Vente","Maison Individuelle","87035","87","4 Rue Jean Jaurès (Arrêt de bus) Marly-la-Ville",0.75
"3CL - DPE","V2012","2013-05-24",298.46,"E",56.2,"F",1950,77,48.069684,6.871403,"Vente","Maison Individuelle","88196","88","4 Rue Lucienne 88400 Gérardmer",0.95
"FACTURE - DPE","V2012","2013-05-29",92.52,"C",3.03,"A",2013,135.24,47.9161,3.441842,"Neuf","Maison Individuelle","89196","89","Impasse de l'Ancienne Scierie 89113 Valravillon",0.62
"Méthode Facture",,"2013-06-07",218,"D",65,"F",1947,85,47.5380287,6.9676801,"Vente","Maison Individuelle","90120","90","Rue du Château (Pont) Grandvillars",0.77
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-13",224,"D",52,"E",1948,71,48.0014667,-4.0882617,"Vente","Logement","91700","91","Rue Beethoven (Escalier) Quimper",0.73
"3CL - DPE","V2012","2013-05-14",238.39,"E",13.23,"C",2000,127.79,45.8851671,6.1295851,"Vente","Maison Individuelle","92002","92","Allée des Cèdres (Chemin) Annecy",0.75
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-15",211,"D",11,"C",2001,61,48.8453145,2.5528301,"Location","Logement","93160","93","Mail du Clos Saint-Vincent (Chemin piéton) Noisy-le-Grand",0.83
"TROIS_CL_DPE","VERSION_2012","2013-05-20",375.78,"F",87.93,"G",1972,62,48.808844,2.581274,"Vente","Logement","94059","94","192 Avenue de la Maréchale 94420 Le Plessis-Trévise",0.85
"3CL - DPE","V2012","2013-05-13",174.18,"D",7.05,"B",2006,171,49.015425,2.182713,"Vente","Maison Individuelle","95051","95","9 Allée Descartes 95250 Beauchamp",0.95
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-16",371,"F",15,"C",1983,114.42,43.5082195,1.5375418,"Vente","Maison Individuelle","01800","01","Chemin de la Rivière Pompertuzat",0.81
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-27",341,"F",102,"G",1948,87,49.806891,3.226733,"Vente","Maison Individuelle","02320","02","Rue du Tour de Ville 02680 Fontaine-lès-Clercs",0.4
"3CL","2012","2013-05-28",396.27,"F",92.73,"G",1965,101.23,46.353949,2.578225,"Location","Maison Individuelle","03185","03","77 Rue Frédéric Mistral 03100 Montluçon",0.87
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-19",208,"D",11,"C",1983,104,,,"Vente","Maison Individuelle","04700","04",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-14",191,"D",44,"E",1948,50.07,,,"Vente","Logement","05000","05",,0
"Méthode Facture",,"2013-05-04",210,"D",37,"E",1,72.02,45.5887577,5.2718244,"Vente","Logement","06130","06","Boulevard Émile Zola (Pont) Bourgoin-Jallieu",0.78
"FACTURE - DPE","V2012","2013-05-31",0,"N",0,"N",1948,63.29,44.986571,4.582452,"Location","Maison Individuelle","07129","07","12 Place Rampon 07270 Lamastre",0.94
"Méthode Facture",,"2013-06-13",114,"C",26,"D",1947,50,50.4118496,2.7867277,"Location","Logement","08000","08","Rue Léon Régnier (Pont) Liévin",0.79
"FACTURE SEULE","V2012","2013-06-17",353.06,"F",11.5,"C",1969,30.65,42.934248,1.849603,"Location","Bâtiment collectif à usage principal d'habitation","09160","09","13 Av du Onze Novembre 1918 09300 Lavelanet",0.57
"3CL - DPE","V2012","2013-06-08",0,"N",0,"N",1974,47,48.120255,4.789531,"Vente","Maison Individuelle","10426","10","16 Route de Dijon 10310 Ville-sous-la-Ferté",0.94
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-23",224,"D",52,"E",1978,89.5,,,"Vente","Maison Individuelle","11570","11",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-25",144,"C",33,"D",2001,98,44.8015565,-0.5754894,"Vente","Maison Individuelle","12100","12","Rue des Combattants d'Afrique du Nord (Piste cyclable) Talence",0.78
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-11",300,"E",70,"F",1978,28.36,,,"Vente","Logement","13012","13",,0
"3CL - DPE","V2012","2013-05-16",146,"C",34,"D",2004,64,49.317498,0.006858,"Location","Logement","14754","14","67 Avenue de la Brigade Piron 14640 Villers-sur-Mer",0.55
"TROIS_CL_DPE","VERSION_2012","2013-07-01",278.19,"E",13.24,"C",2011,52.81,,,"Location","Maison Individuelle","15027","15",,0
"Méthode Facture",,"2013-05-23",288,"E",9,"B",1947,94.5,47.2087137,6.0454617,"Vente","Maison Individuelle","16500","16","Bois de Chalotte (Forêt) Fontain",0.89
"FACTURE","VERSION_2012","2013-05-16",186.39,"D",17.91,"C",1850,225,45.486167,-0.59891,"Vente","Maison Individuelle","17050","17","12 Rue de Chez Bascle 17240 Bois",0.63
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-18",464,"G",29,"D",1978,65,,,"Vente","Maison Individuelle","18700","18",,0
"3CL - DPE","V2012","2013-06-18",0,"N",0,"N",1900,79.2,45.130637,2.145195,"Vente","Maison Individuelle","19214","19","Le Rial 19220 Saint-Julien-aux-Bois",0.79
"3CL - DPE","V2012","2013-05-24",176,"D",41,"E",1981,107,,,"Location","Logement","2131","21",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-15",130,"C",39,"E",1975,166.8,46.8027401,-1.1299198,"Vente","Maison Individuelle","22400","22","Le Clos des Landes (Zone résidentielle) Essarts-en-Bocage",0.89
"FACTURE - DPE","V2012","2013-07-02",77.77,"N",2.53,"N",1948,56,46.259305,1.763198,"Vente","Maison Individuelle","23036","23","17 bis Rue Charles de Gaulle 23320 Bussière-Dunoise",0.64
"3CL - DPE","V2012","2013-05-27",191.76,"D",8.79,"B",2006,128,44.819897,1.102764,"Vente","Maison Individuelle","24575","24","Les Bois d'Enveaux 24250 Veyrines-de-Domme",0.42
"Méthode Facture",,"2013-05-31",254,"E",59,"F",1947,63.73,,,"Vente","Logement","25000","25",,0
"FACTURE","VERSION_2012","2013-05-23",283.46,"E",7.36,"B",1900,44.37,44.393469,4.753024,"Vente","Logement","26138","26","Place des Remparts 26700 La Garde-Adhémar",0.46
"FACTURE - DPE","V2012","2013-05-24",243.47,"E",12.39,"C",2006,82.59,48.900907,0.852298,"Neuf","Maison Individuelle","27565","27","Grande Rue (Sainte-Marguerite-de-l'Autel) 27160 Le Lesme",0.9
"3CL - DPE","V2012","2013-05-24",101,"C",4,"A",1974,0,48.2105718,1.1623513,"Vente","Maison Individuelle","061","28","Rue Émile Baudin (Pont) Brou",0.8
"Méthode Facture",,"2013-05-20",228,"D",68,"F",1947,79,,,"Vente","Maison Individuelle","29850","29",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-14",324,"E",18,"C",1948,128,,,"Vente","Maison Individuelle","20169","2A",,0
"Méthode Facture",,"2013-08-01",6,"A",0,"A",1947,101.22,,,"Vente","Logement","20239","2B",,0
"3CL - DPE","V2012","2013-05-21",0,"N",0,"N",1900,87.78,44.0276876,4.442494,"Vente","Logement","30189","30","Route d'Uzès (Pont) Uzès",0.72
"3CL - DPE","V2012","2013-05-03",129.18,"C",5.4,"A",1989,49.38,43.586842,1.483507,"Location","Logement","31555","31","Impasse du Tarbezou 31500 Toulouse",0.97
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-14",297,"E",16,"C",1975,44.01,,,"Vente","Logement","32150","32",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-06",150,"C",7,"B",2001,104.95,,,"Vente","Maison Individuelle","33370","33",,0
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-14",208,"D",9,"B",1978,38.97,43.420149,3.31027,"Vente","Logement","34300","34","3 Impasse du Pech 34290 Servian",0.37
"3CL - DPE","V2012","2013-05-07",176.99,"D",41.41,"E",2000,108,48.4010897,3.9891569,"Vente","Maison Individuelle","35040","35","Rue Lavande des Cordeliers (Chemin) Villacerf",0.72
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-07",249,"E",12,"C",2006,66,49.7392023,4.7171169,"Location","Maison Individuelle","36330","36","Allée Boris Vian (Chemin piéton) Charleville-Mézières",0.79
"FACTURE - DPE","V2012","2013-05-29",522.67,"G",149.21,"G",1948,48,47.222532,0.319624,"Vente","Maison Individuelle","37210","37","La Parenterie 37500 Saint-Benoît-la-Forêt",0.94
"Méthode Facture",,"2013-05-16",281,"E",5,"A",1947,130.16,44.1269433,5.115091,"Vente","Maison Individuelle","38260","38","Chemin de La Chapelle Caromb",0.79
"3CL - DPE","V2012","2013-06-10",346.83,"F",76.79,"F",1974,64.12,47.095505,5.49921,"Vente","Maison Individuelle","39198","39","Avenue du General Eisenhower 39100 Dole",0.73
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-23",321,"E",75,"F",1948,75,,,"Vente","Maison Individuelle","40800","40",,0
"TROIS_CL_DPE","VERSION_2012","2013-05-23",329.45,"E",57.21,"F",1980,102.5,47.374505,1.848407,"Vente","Maison Individuelle","41118","41","Route de Salbris 41200 Loreux",0.42
"Méthode Facture",,"2013-05-22",67,"B",15,"C",1947,40,46.097987,4.295573,"Location","Logement","42300","42","94 Grande Rue 42460 Sevelinges",0.44
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-30",256,"E",66,"F",1968,209,45.313708,3.423511,"Vente","Maison Individuelle","43110","43","16 Rue de la Coste 43100 Lamothe",0.58
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-13",274,"E",15,"C",1989,70.3,49.4929209,6.2401062,"Location","Maison Individuelle","44740","44","Rue du Golf (Pont) Puttelange-lès-Thionville",0.7
"FACTURE","VERSION_2012","2013-05-21",404.38,"F",11.33,"C",1910,34.16,47.912417,1.894298,"Vente","Logement","45234","45","133 Boulevard de Chateaudun 45000 Orléans",0.96
"TROIS_CL_DPE","VERSION_2012","2013-06-27",184.29,"D",39.28,"E",1981,150,,,"Vente","Maison Individuelle","46061","46",,0
"FACTURE - DPE","V2012","2013-05-21",168.98,"D",7.38,"B",2006,87.73,44.183748,0.646429,"Neuf","Maison Individuelle","47031","47","Rue de la Couronne 47550 Boé",0.95
"Méthode 3CL","3CL-DPE, version 1.3","2013-07-17",382,"F",114,"G",1948,98.22,44.701939,3.133204,"Vente","Maison Individuelle","48120","48","Route de Brion (Malbouzon) 48270 Prinsuéjols-Malbouzon",0.4
"FACTURE - DPE","V2012","2013-05-21",327.45,"E",69.98,"F",1948,89.6,48.3134796,0.8164041,"Vente","Maison Individuelle","49069","49","Rue Saint-Lazare (Pont) Nogent-le-Rotrou",0.77
"Méthode Facture",,"2013-05-15",0,"N",0,"N",1947,144,48.54575,-1.3836,"Vente","Maison Individuelle","50100","50","2 Rue du Clos de la Vigne 50240 Saint-James",0.46
"3CL - DPE","V2012","2013-04-26",284,"E",51.17,"E",1974,110,48.942569,4.347564,"Vente","Maison Individuelle","51160","51","17 Rue du Terme Saint-nicolas 51510 Compertrix",0.94
"FACTURE","VERSION_2012","2013-06-26",403.68,"F",6.79,"B",1900,97.1,47.861089,5.477364,"Vente","Maison Individuelle","52090","52","4 Rue de la Cote 52600 Celsoy",0.44
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-28",251,"E",12,"C",1983,57,49.3536654,2.4960174,"Location","Logement","53200","53","Hôpital Paul Doumer Labruyère",0.79
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-25",295,"E",16,"C",1948,85,42.1167697,8.6905919,"Vente","Logement","54140","54","Rue de la République (Pont) Vico",0.9
"Méthode Facture",,"2013-05-15",0,"N",0,"N",1947,75,49.328876,5.667345,"Vente","Logement","55500","55","12 Rue Brulee 55230 Spincourt",0.38
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-15",171,"D",51,"E",1970,126,,,"Location","Maison Individuelle","56380","56",,0
"Méthode Facture",,"2013-06-01",134,"C",4,"A",1947,99.3,45.5037862,4.2605454,"Vente","Maison Individuelle","57390","57","Rue Gambetta (Pont) Saint-Just-Saint-Rambert",0.72
"3CL - DPE","V2012","2013-06-11",415.29,"F",97.18,"G",1954,67,46.994397,3.140425,"Vente","Maison Individuelle","58194","58","22 Rue Roland Champenier 58000 Nevers",0.95
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-12",284,"E",39,"E",1948,92,50.701016,3.234994,"Vente","Maison Individuelle","59650","59","Rue Turgot 59150 Wattrelos",0.41
"3CL - DPE","V2012","2013-05-15",237.72,"E",65.14,"F",1974,131.57,49.2744425,2.3163104,"Location","Maison Individuelle","60155","60","Rue de la Cavée Saint-Martin (Chemin) Foulangues",0.75
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-24",199,"D",10,"B",1948,85,48.708768,0.606957,"Location","Logement","61100","61","10 Les Ruettes 61270 La Chapelle-Viel",0.3
"3CL - DPE","V2012","2013-05-14",180.47,"D",8.91,"B",2011,107.18,50.0340962,1.9850259,"Vente","Maison Individuelle","62035","62","Camping Municipal de Long ""La Peupleraie"" Long",0.73
"Méthode Facture",,"2013-05-31",0,"N",0,"N",1947,85,43.3518106,5.2374809,"Vente","Maison Individuelle","63560","63","La Boule (Falaise) Le Rove",0.89
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-17",216,"D",10,"B",1983,108.6,46.4115055,4.950541,"Vente","Maison Individuelle","64290","64","Impasse des Rouges-Gorges (Chemin) Gorrevod",0.83
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-29",142,"C",31,"D",2001,154,43.421894,0.038271,"Vente","Maison Individuelle","65330","65","Route de la Bigorre 65500 Nouilhan",0.62
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-11",126,"C",3,"A",1948,98.58,44.1374121,4.8064862,"Vente","Maison Individuelle","66250","66","41, rue Victor Hugo (Vêtements) Orange",0.76
"3CL - DPE","V2012","2013-05-24",167,"D",41,"E",2005,267.09,43.1269437,2.2985641,"Vente","Maison Individuelle","67485","67","Rue des Amandiers (Chemin) Rouffiac-d'Aude",0.9
"FACTURE","VERSION_2012","2013-05-24",364.31,"F",11.86,"C",1940,70,,,"Vente","Maison Individuelle","68903","68",,0
"Méthode Facture",,"2013-05-07",277,"E",51,"E",1947,75,45.734164,4.472868,"Vente","Maison Individuelle","69220","69","Chemin de la Batie 69930 Saint-Laurent-de-Chamousset",0.41
